,ID,Region,Main Source of Income,Agricultural Household indicator,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Walls,House Floor Area,House Age,Number of bedrooms,Electricity,Total Household Income,Total Food Expenditure,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle
35400,3146,N,Wage/Salaries,2,Female,49,Widowed,Worked for private establishment,Single Family,2,0,0,1,Single house,Strong,60,21,3,1,588400,104242,13573,8360,20956,6011,3582,7938,35480,690,11380,5740,169470,0,505,99552,39594,0,20316,0,0,0,1,1,0,1,1,1,1,1,2,1,1,0,0
22012,1317,I,Enterpreneurial Activities,0,Female,56,Married,Self-employed wihout any employee,Single Family,3,0,0,0,Single house,Strong,150,21,3,1,588398,119580,21525,15912,34239,24152,6337,7704,0,450,1086,7400,256830,210000,10797,37704,22494,0,42174,5000,0,373398,2,1,1,2,1,2,4,1,3,1,1,0,0
12181,1104,F,Wage/Salaries,0,Male,51,Married,Self-employed wihout any employee,Single Family,4,0,1,1,Single house,Strong,128,15,2,1,588285,121392,21754,11960,16668,7919,5955,7164,36033,2646,9412,39940,132912,33000,34480,88026,37470,9750,51552,26500,0,132000,1,0,1,1,2,0,0,0,3,1,1,0,0
33350,1096,N,Wage/Salaries,2,Male,55,Married,Worked for private establishment,Single Family,5,0,1,3,Single house,Strong,36,25,2,1,588104,143350,34285,26325,24380,11828,15838,13375,17730,1350,5973,8700,74160,54000,59082,53496,22290,22000,62634,12600,0,48704,1,1,1,1,1,0,0,1,5,1,0,0,0
8725,2368,D,Wage/Salaries,0,Male,55,Married,Worked for government/government corporation,Single Family,5,0,2,2,Single house,Strong,100,11,3,1,588074,187233,31257,21824,26282,15892,3740,5270,82250,852,8673,12827,85518,60000,3475,20736,15690,27135,48360,22000,0,34200,2,0,0,2,1,2,1,0,5,2,1,0,1
30681,775,M,Other sources of Income,0,Male,56,Married,Worked for private establishment,Extended Family,9,4,0,5,Single house,Strong,80,15,3,1,588071,268319,36871,17607,84141,17704,8977,9905,12400,2882,0,10508,40620,12000,16752,17478,7200,0,45936,26000,15350,108750,1,1,1,1,1,1,0,0,5,2,0,0,0
40612,857,Q,Enterpreneurial Activities,0,Male,59,Married,Employer in own family-operated farm or business,Single Family,3,0,0,0,Single house,Strong,40,17,2,1,588055,131496,38384,15744,23180,17360,7780,27690,5400,2720,0,4255,105204,66000,28645,81846,4080,0,22500,38000,0,452455,1,1,0,1,1,1,1,0,1,2,0,0,1
11609,532,F,Wage/Salaries,0,Female,64,Widowed,Worked for government/government corporation,Single Family,2,0,0,2,Single house,Strong,62,45,2,1,588000,120646,9337,4316,14550,7670,1130,3749,94980,85,0,24050,77676,54000,18900,26952,25068,0,24078,2000,0,0,2,0,0,1,1,0,0,1,2,2,1,0,1
34582,2328,N,Wage/Salaries,2,Female,52,Divorced/Separated,Worked for government/government corporation,Extended Family,6,0,2,3,Single house,Strong,250,32,0,1,588000,179671,36530,21920,17071,9642,4187,7135,73650,1450,0,9890,47700,27000,21910,42378,15858,39440,45408,8500,0,0,1,1,0,1,1,0,0,0,4,1,1,0,0
13438,2361,F,Other sources of Income,0,Male,44,Married,Employer in own family-operated farm or business,Extended Family,3,0,0,0,Single house,Strong,50,30,1,1,587977,84510,26334,18103,12919,16085,3911,6060,2000,0,520,5310,38820,18000,19896,24990,3642,0,9150,12000,0,145098,2,1,0,1,1,0,0,0,2,0,0,0,0
13379,2302,F,Wage/Salaries,0,Male,64,Married,,Extended Family,4,0,0,1,Single house,Strong,70,15,2,1,587800,95321,16274,12692,16785,13281,5828,6309,14240,0,0,4900,93090,66000,14223,13776,10392,0,22890,19200,0,0,1,1,0,1,1,1,1,0,2,1,0,0,0
25475,352,K,Wage/Salaries,0,Male,63,Married,,Single Family,4,0,1,2,Single house,Strong,45,22,3,1,587538,115319,30336,27300,11610,19132,3970,6086,26700,975,0,8822,94500,60000,20,5280,12042,700,11760,37500,0,0,1,0,0,1,1,1,0,0,2,1,1,0,0
13725,2648,F,Wage/Salaries,0,Male,54,Married,Self-employed wihout any employee,Single Family,4,0,0,2,Single house,Strong,54,30,2,1,587465,92240,13762,10810,14343,13283,4887,4883,26130,420,0,13320,71820,54000,525,48252,16920,82300,60114,16390,0,24080,1,0,0,1,1,0,1,1,4,1,1,0,1
12076,999,F,Wage/Salaries,0,Male,66,Married,,Extended Family,8,2,0,3,Single house,Strong,40,21,2,1,587400,146092,22913,17105,15920,22434,5730,7105,37900,930,3620,2620,97440,60000,12766,69420,1980,0,44496,6800,0,0,1,1,0,1,1,0,0,0,6,1,0,0,0
15352,1038,G,Wage/Salaries,0,Male,78,Married,Employer in own family-operated farm or business,Extended Family,5,0,1,2,Single house,Strong,96,31,4,1,587176,116112,22255,15980,19799,11081,2920,8776,36400,630,0,22490,103722,60000,17610,32040,4500,400,39564,8500,197786,197786,4,2,1,1,1,4,1,0,2,2,0,0,0
36798,414,O,Enterpreneurial Activities,0,Male,61,Married,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,Strong,85,5,3,1,587059,84525,23639,11399,7276,18323,2794,3902,15000,0,0,1610,29646,15000,64507,13158,4200,179800,18324,8000,244845,291084,1,1,0,1,1,0,0,0,0,0,1,0,0
38633,1000,P,Wage/Salaries,0,Female,59,Widowed,Self-employed wihout any employee,Single Family,3,0,0,2,Single house,Strong,50,21,3,1,587000,126845,24677,20514,13920,4653,2420,4425,44492,0,0,8228,94428,66000,19465,36414,20994,7000,47124,30000,0,81200,1,1,0,1,1,0,1,1,3,2,1,0,0
26067,944,K,Wage/Salaries,0,Male,56,Married,Worked for private establishment,Single Family,3,0,0,1,Single house,Strong,40,29,2,1,587000,147828,19225,14250,20541,17884,5825,4659,52378,0,0,3492,115770,69000,7440,74670,18186,53500,28734,5000,0,0,1,1,1,1,1,2,1,0,2,1,1,0,0
20565,4032,H,Other sources of Income,0,Female,61,Widowed,,Extended Family,9,3,3,1,Single house,Strong,30,30,2,1,586767,261668,35342,25050,39248,20630,9015,14638,51920,5148,10860,4830,92940,39000,50706,64830,5322,13060,44406,7890,0,0,2,1,0,1,1,1,1,0,3,0,0,0,1
24747,1511,J,Wage/Salaries,0,Female,80,Widowed,,Extended Family,5,0,1,2,Single house,Strong,50,17,3,1,586660,133416,35882,29586,26859,12644,3250,4871,28530,450,2263,7842,37614,21000,78830,30492,6000,20780,54672,6100,0,0,1,1,1,1,1,0,0,0,5,1,1,0,0
35965,3711,N,Wage/Salaries,2,Male,58,Married,,Single Family,7,0,1,5,Single house,Strong,20,35,2,1,586598,195554,34338,23116,38724,16950,6708,4680,73880,0,1086,1600,86460,18000,1035,37638,5520,1200,35574,0,0,6478,1,1,0,1,1,0,0,0,1,0,0,0,0
20480,3947,H,Other sources of Income,0,Female,40,Married,Worked for private establishment,Single Family,5,0,4,2,Single house,Strong,204,63,2,1,586259,234972,36489,15928,39888,11215,11197,4260,111832,0,0,18115,96498,48000,2707,36906,12750,87200,21834,7000,0,0,1,0,0,1,1,0,0,0,2,1,1,0,2
21912,1217,I,Wage/Salaries,0,Male,56,Married,Worked for private establishment,Extended Family,9,1,0,3,Single house,Strong,100,36,3,1,586228,205418,72530,35965,24095,14840,5895,8786,27280,6462,0,10150,62304,42000,6955,32604,7200,7000,36912,40510,300,3950,1,0,0,1,0,0,0,0,4,0,0,0,2
25347,224,K,Wage/Salaries,0,Male,47,Married,Worked for government/government corporation,Extended Family,6,0,2,3,Single house,Strong,50,14,3,1,586090,135877,35631,31782,14729,33715,4933,7488,24550,0,0,11695,38004,12600,0,13944,4824,17344,24768,28300,0,0,1,1,0,1,1,0,0,0,4,1,0,0,1
35817,3563,N,Wage/Salaries,2,Male,27,Married,Worked for government/government corporation,Extended Family,3,0,0,2,Single house,Strong,80,30,2,1,585904,173826,20468,10790,15207,6357,4691,4620,103388,1833,0,7480,91140,51000,624,63936,8202,0,45594,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1
18495,1962,H,Wage/Salaries,0,Male,55,Married,Worked for private establishment,Extended Family,10,1,4,6,Single house,Strong,80,25,3,1,585820,214368,38907,22890,32756,40474,6629,17450,34620,0,1810,10740,70326,36000,33391,34530,12036,1015,24906,6000,0,0,2,1,0,1,0,0,0,0,9,0,0,0,1
36268,4014,N,Wage/Salaries,2,Male,38,Married,Worked for private establishment,Extended Family,7,0,2,5,Multi-unit residential,Strong,80,15,1,1,585625,169886,48400,30408,34666,19157,3865,7062,28100,540,0,11784,67920,36000,3640,27840,9894,15000,48174,0,0,0,1,1,1,1,1,1,0,0,5,2,0,0,1
4840,1334,C,Wage/Salaries,0,Male,58,Married,Worked for private establishment,Extended Family,7,0,2,4,Single house,Strong,70,15,3,1,585422,132764,43427,32820,24049,15214,3335,8695,10410,7880,23530,18980,36840,15000,22140,52830,6840,39270,84234,30000,0,0,0,0,0,1,0,0,0,0,6,1,0,0,1
24526,1290,J,Wage/Salaries,0,Male,43,Married,Worked for government/government corporation,Single Family,2,0,0,2,Single house,Strong,50,35,4,1,585408,100323,11940,6980,30174,7787,2340,5170,22040,1260,1560,3610,65580,48000,7378,15768,5520,8400,62040,2500,0,0,1,1,1,1,1,0,0,0,2,1,0,0,0
31175,1269,M,Wage/Salaries,0,Male,62,Married,,Single Family,4,0,0,1,Single house,Strong,40,20,2,1,585328,138991,33152,21238,36772,12526,3420,9380,11110,1320,4795,35575,29070,15000,5859,12648,16188,0,78474,6850,0,0,1,0,0,0,1,0,0,0,4,1,0,0,1
35658,3404,N,Wage/Salaries,2,Female,48,Married,Worked for private establishment,Single Family,5,1,1,4,Single house,Strong,50,19,2,1,585288,185505,29482,16380,30622,18741,4777,7045,42625,870,0,14559,84330,42000,1521,65856,3978,16275,46326,7000,0,0,1,1,1,1,1,0,0,0,4,1,0,0,0
12182,1105,F,Wage/Salaries,0,Male,53,Married,Worked for government/government corporation,Extended Family,8,2,2,1,Single house,Strong,100,25,3,1,585048,176816,50620,17200,42982,21772,5040,5690,19412,7848,18100,17570,71796,27000,6133,31974,14556,4050,21510,41200,0,0,1,0,0,1,1,0,0,0,2,0,0,0,1
24592,1356,J,Other sources of Income,0,Female,80,Widowed,,Single Family,2,0,1,0,Single house,Strong,60,22,3,1,585038,65602,17289,14700,5910,2104,790,4502,12686,0,0,7370,138252,84000,106264,7902,2082,25200,11436,20000,0,0,1,0,1,1,1,2,0,0,2,2,1,0,0
12298,1221,F,Other sources of Income,0,Male,61,Married,,Extended Family,6,1,1,2,Single house,Strong,100,34,3,1,584965,134895,26661,21720,37128,12888,5355,4180,31400,400,0,2210,60198,24000,1800,4698,7320,200,9678,2750,0,0,1,1,1,1,1,1,1,0,2,2,0,0,0
12335,1258,F,Wage/Salaries,0,Male,58,Married,Employer in own family-operated farm or business,Extended Family,7,1,0,3,Single house,Strong,80,29,3,1,584622,166254,33413,27428,18342,6941,3000,4940,63600,3400,10860,16330,71436,30000,2804,49548,9840,0,42144,15000,195380,258185,2,1,1,1,1,0,1,0,7,1,0,0,1
8022,1665,D,Wage/Salaries,0,Male,53,Married,,Single Family,3,0,0,2,Single house,Strong,52,24,2,1,584534,106596,17989,8056,18173,17395,5891,8999,14040,588,0,17308,50100,30000,63971,20166,15000,10870,83010,14200,0,21521,1,1,0,1,1,0,0,0,6,1,0,0,1
34753,2499,N,Other sources of Income,2,Female,53,Widowed,Employer in own family-operated farm or business,Single Family,5,0,1,3,Single house,Strong,100,19,3,1,584450,259582,32556,20550,21406,25319,9421,10141,81850,144,2172,9315,70950,36000,5710,21480,22902,13700,55416,16800,0,201000,2,1,0,2,1,1,0,1,5,3,0,0,2
11574,497,F,Wage/Salaries,0,Male,43,Married,Worked for private establishment,Single Family,5,0,0,4,Single house,Strong,35,18,2,1,584384,190998,58051,41985,32665,20584,5484,14339,24420,120,0,11070,68976,24000,5000,76944,27000,0,19350,24650,0,43778,1,1,0,0,1,0,0,0,4,1,1,0,3
24174,938,J,Other sources of Income,0,Male,59,Married,Employer in own family-operated farm or business,Extended Family,7,1,0,1,Single house,Strong,126,14,4,1,584251,112264,34189,20925,9666,19815,2204,4582,10500,1673,910,29716,91278,39000,6615,25764,4782,15726,96024,23000,0,76134,3,2,1,1,1,1,1,0,4,1,1,0,0
25267,144,K,Wage/Salaries,0,Male,47,Married,Worked for government/government corporation,Two or More Nonrelated Persons/Members,5,0,3,2,Single house,Strong,90,12,3,1,584212,205567,41228,34110,22038,16320,5834,9971,80550,4427,0,21981,72354,45000,3790,70314,8280,14065,70326,19500,0,37600,1,0,1,1,1,1,2,0,5,3,1,0,1
33022,768,N,Wage/Salaries,2,Female,65,Widowed,,Single Family,9,0,2,4,Single house,Strong,150,26,4,1,584200,230724,32025,20799,42526,14976,4919,14764,79975,0,8598,6530,104742,60000,10505,44442,8058,2110,39846,6500,0,0,1,1,0,1,1,0,0,0,3,0,0,0,1
14403,89,G,Enterpreneurial Activities,0,Male,40,Married,Employer in own family-operated farm or business,Extended Family,3,0,1,0,Single house,Strong,128,15,2,1,584159,139006,20415,10336,36440,10570,6090,5754,50400,8642,0,20475,39222,27000,2160,30408,18360,59600,26682,10200,129465,390535,1,0,1,1,0,0,0,0,4,3,0,0,1
37522,1138,O,Other sources of Income,0,Male,65,Married,,Extended Family,4,1,0,2,Single house,Strong,280,33,2,1,584070,136720,36736,26588,12576,15050,3459,8110,17000,0,0,7364,41370,24000,22539,25860,3072,0,22794,6000,0,0,2,0,0,1,1,0,0,0,2,1,0,0,2
35722,3468,N,Enterpreneurial Activities,2,Female,34,Married,Self-employed wihout any employee,Extended Family,4,1,0,1,Single house,Strong,129,40,2,1,584000,230874,37855,26624,31320,15948,13080,5795,58550,0,0,11200,136722,96000,59976,63954,17394,3300,42168,1500,0,249000,3,1,0,1,1,0,1,0,2,2,0,0,1
31516,1610,M,Other sources of Income,0,Female,44,Married,Employer in own family-operated farm or business,Extended Family,4,0,2,2,Single house,Strong,440,35,6,1,583506,108347,23932,13696,18602,9443,13414,7165,36150,540,780,13800,146490,90000,28200,35268,25200,68100,15570,42000,0,185604,2,1,1,1,0,3,0,1,4,4,0,0,1
36410,26,O,Wage/Salaries,0,Female,62,Widowed,Worked for government/government corporation,Single Family,1,0,0,1,Single house,Strong,49,20,2,1,583293,49019,5887,1450,7106,4526,2315,1795,17525,0,0,9850,19548,12000,706,19740,10302,0,83700,5000,0,0,3,3,0,1,1,0,0,0,2,1,0,0,1
12896,1819,F,Other sources of Income,0,Female,65,Widowed,,Extended Family,4,1,0,0,Single house,Strong,120,17,3,1,583280,98579,18502,14400,14790,7910,6241,5090,28750,0,0,23155,128472,60000,63450,20160,7200,1400,18840,2500,0,192000,3,0,0,1,1,1,1,0,3,1,0,0,0
20444,3911,H,Other sources of Income,0,Male,84,Widowed,,Extended Family,4,0,0,3,Single house,Strong,160,11,4,1,583230,173459,44257,36011,18480,14616,4118,7922,47400,0,0,8600,115608,36000,10463,56742,32046,35400,32346,1000,0,0,1,1,1,1,1,1,1,1,3,2,0,0,0
2037,313,B,Wage/Salaries,0,Male,53,Married,Worked for private establishment,Single Family,4,0,0,3,Single house,Strong,43,8,2,1,583168,193319,43166,33280,33066,26530,4530,3293,49660,3700,7240,10118,35040,21000,8158,29184,13320,24500,41268,36500,0,0,1,1,1,1,1,0,0,0,5,3,0,0,1
32964,710,N,Wage/Salaries,2,Male,55,Married,Worked for private establishment,Single Family,6,0,1,5,Single house,Strong,50,12,2,1,582902,230771,46002,23383,28306,12440,7266,9674,87420,5710,3258,4100,92382,0,1060,20010,13956,10900,30126,4600,0,0,1,1,0,1,1,0,0,0,6,1,0,0,0
36092,3838,N,Wage/Salaries,2,Female,78,Widowed,,Extended Family,5,0,0,2,Multi-unit residential,Strong,50,55,2,1,582650,153791,24236,13508,16594,11760,4750,5533,70740,0,0,24975,108414,60000,27020,16680,31200,0,36546,8300,0,0,1,1,1,1,1,1,0,1,4,1,0,0,0
13068,1991,F,Wage/Salaries,0,Male,45,Married,Worked for government/government corporation,Extended Family,6,1,1,2,Single house,Strong,500,45,4,1,582614,196439,27164,20250,21535,22888,4732,9017,73473,228,0,12810,69324,45000,1974,48138,23730,40600,34620,0,0,0,1,1,1,1,1,0,1,0,5,1,0,0,1
14003,2926,F,Wage/Salaries,0,Male,58,Married,Employer in own family-operated farm or business,Extended Family,4,0,0,2,Single house,Strong,60,31,2,1,582499,136284,33147,22320,19340,14444,4545,8654,17950,0,0,13044,27120,12000,3156,13392,4158,0,65886,13000,27629,27629,1,0,0,1,1,0,0,0,2,2,0,0,1
32060,2154,M,Other sources of Income,0,Male,62,Married,Self-employed wihout any employee,Extended Family,11,0,6,3,Single house,Strong,90,9,2,1,582458,162800,51480,43920,18445,15628,2892,6340,39980,286,0,5914,104628,78000,10777,36408,5592,4320,16644,1007,110730,163788,1,1,0,1,1,0,0,0,5,1,1,0,1
35205,2951,N,Wage/Salaries,2,Male,51,Married,Worked for private establishment,Single Family,5,0,1,3,Single house,Strong,40,10,1,1,582434,310639,42682,31200,59876,29052,4639,11125,113840,0,0,9000,67422,0,4671,41148,12060,1200,54744,7000,0,0,1,0,0,1,1,0,0,0,5,1,1,0,0
21414,719,I,Other sources of Income,0,Female,67,Widowed,Self-employed wihout any employee,Extended Family,6,1,2,1,Single house,Strong,180,27,4,1,582129,191415,33320,25220,52494,17654,18442,7035,14170,9240,9050,7990,124056,90000,4547,7398,12960,27800,33714,1700,0,38080,1,0,0,1,1,1,0,0,3,1,0,0,0
6642,285,D,Other sources of Income,0,Female,37,Married,,Single Family,3,1,1,0,Single house,Strong,28,26,2,1,582070,147399,19104,7441,36536,7784,8201,4312,12200,0,0,8177,63738,36000,79014,11220,7998,34520,15666,1500,0,0,1,1,1,1,1,0,0,0,2,1,0,0,1
2973,1249,B,Other sources of Income,0,Female,42,Married,,Single Family,3,0,1,0,Single house,Strong,40,20,2,1,582000,108252,17063,9870,25485,15296,3820,5896,9000,0,0,7585,119706,102000,4090,3120,6540,1970,5598,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1
35119,2865,N,Enterpreneurial Activities,2,Male,40,Married,Self-employed wihout any employee,Extended Family,7,1,1,1,Multi-unit residential,Strong,75,25,2,1,581887,170084,21836,8162,19805,8351,5799,20615,58313,0,0,7300,43476,0,9931,46626,21582,2415,24594,1303,0,380230,2,1,0,1,1,0,0,0,4,0,1,0,1
20483,3950,H,Wage/Salaries,0,Male,71,Married,Self-employed wihout any employee,Extended Family,6,1,1,2,Single house,Strong,200,35,2,1,581685,254770,36297,25340,47255,24170,8845,18419,51770,3770,5430,12280,48300,19200,24444,26628,10908,22020,25704,12000,0,78628,3,0,0,1,1,0,0,0,3,1,0,0,1
11209,132,F,Wage/Salaries,0,Female,69,Widowed,Employer in own family-operated farm or business,Extended Family,3,0,1,1,Single house,Strong,51,5,1,1,581438,164170,40743,10904,24415,17016,7600,6853,43200,210,10860,4964,82530,48000,807,14646,17472,12700,14232,11900,0,196430,1,0,0,1,0,0,0,0,2,0,0,0,0
22643,1948,I,Wage/Salaries,0,Male,45,Married,Worked for private establishment,Extended Family,6,0,2,3,Single house,Strong,60,12,3,1,581385,147979,37849,27842,18378,13555,3956,3743,49640,3240,9050,53062,100554,42000,4541,15102,5688,56270,31356,22900,0,0,2,1,1,1,1,0,0,0,4,2,1,0,0
13429,2352,F,Enterpreneurial Activities,0,Male,49,Single,Self-employed wihout any employee,Extended Family,4,0,0,2,Single house,Strong,70,30,4,1,581248,146063,23792,14028,21926,17775,4800,4157,56930,0,0,14930,156120,30000,3364,29280,9834,0,20256,73000,100250,292248,2,1,0,1,1,0,0,0,0,0,0,0,0
28883,1314,L,Wage/Salaries,0,Male,54,Married,Worked for government/government corporation,Single Family,6,1,0,1,Single house,Strong,30,29,4,1,581221,169136,44325,35835,13322,10218,3330,4720,48610,1530,3640,8119,104040,60000,2826,50220,10950,9250,45816,17000,0,0,1,0,0,1,1,1,2,0,6,2,1,0,0
17740,1207,H,Wage/Salaries,0,Male,50,Married,Worked for private establishment,Extended Family,8,0,3,3,Multi-unit residential,Strong,76,15,3,1,581212,277479,55329,35044,55806,15546,5655,8907,92800,1200,0,7150,75306,42000,1544,65274,30804,94200,37086,0,0,0,1,1,1,1,1,0,0,1,7,2,1,0,1
35071,2817,N,Wage/Salaries,2,Male,46,Married,Worked for private establishment,Single Family,5,0,0,3,Single house,Strong,45,31,3,1,581080,213727,34536,25420,46488,21550,3490,11806,57480,3600,7240,11210,107598,78000,8565,36096,18384,10660,50616,11000,0,0,2,1,0,1,1,0,0,1,5,2,0,0,0
27815,246,L,Wage/Salaries,0,Female,65,Widowed,Worked for government/government corporation,Single Family,2,0,0,1,Single house,Strong,320,40,2,1,580896,84954,22328,16940,4645,4915,1860,3155,24000,0,0,23378,50940,21000,3040,16212,10800,35000,85200,15000,0,101798,1,1,0,1,1,2,0,1,2,2,1,0,1
21628,933,I,Wage/Salaries,0,Male,68,Married,,Extended Family,8,0,3,3,Single house,Strong,100,36,4,1,580860,155811,37412,26540,18646,26616,4925,8994,31200,0,0,3310,194340,150000,3644,12558,15000,12550,24186,2000,0,0,1,1,1,1,1,0,0,1,4,1,0,0,1
34304,2050,N,Wage/Salaries,2,Female,55,Widowed,,Extended Family,9,2,1,3,Single house,Strong,35,18,3,1,580847,198042,31960,25702,18013,15569,3581,4200,68420,2184,2896,10045,102540,0,6744,37566,9300,25510,48366,4300,0,12800,1,1,0,1,1,0,0,0,4,1,0,0,0
19583,3050,H,Other sources of Income,0,Female,60,Widowed,,Extended Family,4,0,2,0,Single house,Very Light,40,65,3,1,580800,128139,20817,9152,35456,17956,2355,5318,18820,0,0,4255,32280,8400,878,624,5022,9100,6822,7000,0,0,1,0,0,1,1,0,0,0,2,2,0,0,0
32917,663,N,Wage/Salaries,2,Female,54,Married,Worked for private establishment,Single Family,3,0,0,2,Single house,Strong,46,26,2,1,580749,142756,9781,3432,15826,8712,2475,4850,82050,0,0,28150,126120,0,3722,18336,22200,70300,33108,250,0,0,1,1,1,1,1,1,0,0,3,2,0,0,0
32252,2346,M,Other sources of Income,0,Female,76,Married,,Single Family,2,0,0,0,Single house,Strong,80,45,5,1,580710,53418,13066,8799,5507,6470,2125,11226,4800,0,0,2010,50040,33000,3871,3936,3228,0,6546,7150,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0
23263,27,J,Wage/Salaries,0,Female,54,Single,Worked for government/government corporation,Single Family,3,0,1,1,Single house,Strong,32,34,3,1,580655,75680,19703,14491,8208,11748,4040,6360,10150,0,0,3925,28206,12000,9753,24624,1500,200,44046,34500,0,0,1,1,0,1,1,0,0,0,2,1,0,0,0
23964,728,J,Other sources of Income,0,Male,67,Married,Self-employed wihout any employee,Extended Family,4,0,2,0,Single house,Strong,90,20,3,1,580600,125585,36584,22860,13575,11965,4600,9646,28025,0,0,57690,74520,60000,26562,14766,24600,53000,18762,0,0,2002,1,1,1,1,1,1,1,1,1,1,0,0,0
35163,2909,N,Wage/Salaries,2,Male,48,Married,Worked for private establishment,Single Family,4,0,1,3,Single house,Strong,78,22,0,1,580585,229821,107348,93492,20995,8223,4000,6145,56220,6032,11380,24660,112758,96000,16024,66498,34794,76500,48324,10200,0,0,3,0,0,1,1,0,0,1,4,1,0,0,0
34142,1888,N,Wage/Salaries,2,Female,38,Divorced/Separated,Worked for private establishment,Single Family,6,1,1,3,Single house,Strong,45,20,2,1,580536,112192,31036,23400,26465,4648,2965,2553,27840,839,2080,6199,88740,21000,2136,97980,12096,18000,30744,1240,0,0,1,1,0,1,1,0,0,0,4,1,0,0,0
14350,36,G,Enterpreneurial Activities,0,Male,55,Married,Employer in own family-operated farm or business,Extended Family,6,0,1,1,Single house,Strong,98,27,3,1,580517,173514,36294,26910,29027,24712,7528,8820,66200,1962,1810,11497,36282,9000,21615,51618,4320,43500,21300,23000,236130,332945,2,1,1,1,1,0,1,0,5,2,0,0,1
35821,3567,N,Wage/Salaries,2,Male,69,Widowed,Worked for private establishment,Single Family,5,0,1,4,Single house,Quite Strong,80,27,1,1,580496,144314,30706,23570,9197,10117,8998,4572,54705,12559,0,3195,56670,30000,3322,32562,4800,23500,22614,1800,0,0,1,1,1,1,1,1,0,0,3,0,0,0,0
